F1,F2,Label
13251_5,13114_8,0
13114_8,13875_10,0
13875_10,13634_7,0
13156_6,13251_4,0
13251_4,13875_11,0
13875_11,13114_9,0
13533_5,13468_0,0
13468_0,13156_7,0
13156_7,13615_1,0
13625_7,13633_37,0
13633_37,13804_18,0
13804_18,13349_16,0
13952_41,13458_6,0
13349_17,13625_6,0
13625_6,13166_0,0
13458_7,13682_10,0
13261_3,13463_15,0
13813_22,13277_4,0
13277_4,13406_21,0
13406_21,13256_3,0
13633_1,13402_49,0
13256_2,13408_39,0
13408_39,13277_5,0
13277_5,13406_20,0
13406_20,13813_23,0
13813_23,13402_48,0
13633_0,13375_3,0
13375_3,13436_5,0
13436_5,13773_8,0
13773_8,13892_35,0
13487_36,13354_4,0
13354_4,13899_2,0
13899_2,13417_2,0
13417_2,13436_10,0
13436_10,13540_19,0
13487_37,13773_9,0
13773_9,13892_34,0
13892_34,13540_18,0
13436_11,13727_0,0
13727_0,13064_6,0
13064_6,13045_1,0
13045_1,13420_3,0
13420_3,13238_0,0
13238_0,13155_12,0
13744_9,13405_12,0
13405_12,13045_0,0
13045_0,13727_1,0
13727_1,13744_8,0
13744_8,13405_13,0
13405_13,13219_6,0
13219_6,13420_2,0
13420_2,13155_13,0
13155_13,13238_1,0
13238_1,13379_1,0
13605_8,13540_5,0
13540_5,13203_3,0
13445_23,13104_0,0
13104_0,13047_12,0
13047_12,13488_13,0
13203_2,13540_4,0
13540_4,13413_15,0
13413_15,13379_0,0
13379_0,13104_1,0
13488_12,13445_22,0
13445_22,13666_0,0
13452_19,13074_10,0
13405_80,13651_1,0
13452_18,13234_3,0
13629_5,13753_7,0
13608_2,13475_3,0
13475_3,13336_5,0
13981_0,13317_3,0
13012_17,13336_4,0
13336_4,13475_2,0
13463_5,13475_12,0
13475_12,13301_4,0
13301_4,13442_2,0
13442_2,13403_75,0
13403_75,13790_11,0
13790_11,13027_0,0
13027_0,13779_19,0
13779_19,13836_26,0
13836_26,13764_6,0
13006_6,13836_27,0
13836_27,13764_7,0
13790_10,13779_18,0
13779_18,13968_7,0
13183_5,13401_33,0
13277_18,13401_32,0
13401_32,13183_4,0
13332_12,13992_12,0
13992_12,13634_25,0
13634_25,13825_4,0
13081_27,13332_13,0
13825_5,13634_24,0
13634_24,13992_13,0
13927_3,13906_4,0
13906_4,13588_4,0
13406_69,13906_5,0
13906_5,13588_5,0
13588_5,13927_2,0
13991_20,13186_12,0
13931_4,13081_3,0
13081_3,13699_0,0
13809_8,13487_8,0
13275_16,13407_54,0
13870_4,13371_10,0
13371_10,13275_17,0
13275_17,13407_55,0
13870_5,13138_10,0
13138_10,13592_0,0
13592_0,13638_33,0
13638_33,13293_8,0
13979_15,13592_1,0
13592_1,13442_30,0
13442_30,13138_11,0
13979_14,13638_32,0
13964_5,13288_4,0
13288_4,13324_14,0
13880_12,13964_4,0
13964_4,13324_15,0
13880_13,13199_1,0
13199_1,13829_6,0
13829_6,13972_3,0
13972_3,13808_1,0
13808_0,13972_2,0
13972_2,13401_44,0
13401_44,13075_12,0
13075_12,13224_0,0
13075_13,13224_1,0
13834_16,13078_7,0
13078_7,13676_3,0
13676_3,13516_10,0
13135_5,13270_8,0
13046_10,13571_0,0
13046_11,13489_10,0
13489_10,13657_5,0
13516_11,13135_4,0
13135_4,13676_2,0
13676_2,13571_1,0
13791_13,13037_2,0
13037_2,13774_4,0
13076_21,13987_5,0
13987_5,13452_0,0
13774_5,13791_12,0
13791_12,13037_3,0
13037_3,13431_8,0
13431_8,13076_20,0
13076_20,13987_4,0
13987_4,13452_1,0
13452_1,13402_76,0
13124_11,13330_0,0
13804_26,13013_14,0
13119_8,13762_2,0
13762_2,13021_4,0
13021_4,13447_12,0
13307_1,13119_9,0
13119_9,13804_27,0
13804_27,13013_15,0
13013_15,13465_0,0
13623_3,13759_1,0
13005_12,13267_6,0
13759_0,13141_3,0
13524_1,13005_13,0
13005_13,13469_3,0
13973_13,13176_3,0
13176_3,13566_10,0
13566_10,13434_21,0
13012_28,13614_2,0
13614_2,13513_0,0
13434_20,13566_11,0
13566_11,13176_2,0
13973_12,13176_2,0
13176_2,13430_1,0
13811_13,13331_9,0
13430_0,13943_23,0
13331_8,13074_5,0
13074_5,13452_26,0
13118_0,13043_5,0
13282_11,13344_6,0
13344_6,13461_25,0
13461_25,13889_0,0
13062_3,13461_24,0
13461_24,13889_1,0
13365_0,13952_36,0
13685_1,13633_40,0
13633_40,13876_0,0
13633_41,13876_1,0
13693_7,13772_22,0
13772_22,13841_0,0
13406_57,13693_6,0
13693_6,13822_9,0
13822_9,13081_18,0
13081_18,13068_10,0
13068_10,13839_4,0
13839_4,13496_3,0
13496_3,13818_3,0
13818_3,13610_23,0
13189_3,13487_41,0
13487_41,13791_0,0
13943_7,13839_5,0
13839_5,13081_19,0
13189_2,13487_40,0
13487_40,13791_1,0
13610_22,13405_65,0
13205_28,13405_64,0
13936_8,13590_14,0
13419_12,13282_2,0
13663_10,13185_1,0
13419_13,13282_3,0
13282_3,13835_7,0
13835_7,13993_11,0
13993_11,13185_0,0
13193_7,13400_31,0
13193_6,13802_6,0
13963_9,13091_0,0
13091_0,13764_25,0
13091_1,13963_8,0
13963_8,13900_1,0
13900_1,13790_9,0
13937_1,13409_73,0
13275_29,13937_0,0
13491_2,13986_16,0
13796_1,13293_36,0
13354_18,13944_6,0
13944_6,13491_3,0
13491_3,13293_37,0
13906_8,13796_0,0
13780_7,13665_44,0
13850_6,13183_8,0
13183_8,13623_12,0
13771_23,13277_15,0
13405_57,13812_9,0
13771_22,13183_9,0
13183_9,13623_13,0
13623_13,13593_5,0
13068_22,13593_4,0
13964_8,13907_1,0
13907_1,13324_19,0
13324_19,13589_1,0
13589_1,13626_46,0
13626_46,13096_0,0
13096_0,13626_47,0
13626_47,13907_0,0
13907_0,13324_18,0
13324_18,13589_0,0
13993_23,13930_0,0
13930_0,13080_7,0
13080_7,13993_22,0
13409_40,13832_7,0
13409_41,13285_2,0
13805_6,13979_18,0
13764_16,13764_17,0
13330_11,13764_17,0
13764_17,13824_0,0
13805_7,13636_26,0
13773_5,13955_17,0
13955_17,13455_1,0
13455_1,13540_14,0
13455_0,13540_15,0
13540_15,13955_16,0
13955_16,13980_5,0
13980_5,13518_2,0
13477_10,13539_5,0
13744_4,13007_2,0
13007_2,13321_7,0
13539_4,13477_11,0
13007_3,13744_5,0
13744_5,13541_0,0
13541_0,13894_5,0
13105_5,13646_3,0
13646_3,13124_2,0
13463_19,13045_10,0
13045_10,13852_22,0
13541_1,13804_14,0
13804_14,13894_4,0
13894_4,13124_3,0
13124_3,13045_11,0
13045_11,13463_18,0
13646_2,13105_4,0
13113_3,13277_9,0
13277_9,13671_2,0
13076_12,13214_0,0
13214_0,13402_44,0
13576_1,13772_59,0
13772_59,13407_82,0
13407_82,13791_21,0
13277_8,13671_3,0
13671_3,13113_2,0
13576_0,13407_83,0
13407_83,13076_13,0
13629_8,13437_0,0
13434_12,13454_9,0
13454_9,13336_8,0
13416_6,13336_9,0
13052_3,13434_13,0
13707_2,13403_78,0
13403_78,13065_3,0
13065_3,13463_8,0
13400_1,13407_10,0
13407_10,13005_21,0
13005_21,13779_14,0
13779_14,13812_13,0
13812_13,13362_0,0
13065_2,13177_41,0
13177_41,13463_9,0
13463_9,13707_3,0
13403_79,13005_20,0
13005_20,13779_15,0
13407_11,13362_1,0
13362_1,13218_3,0
13218_3,13400_0,0
13400_0,13605_5,0
13605_5,13143_19,0
13143_19,13146_3,0
13437_20,13413_18,0
13146_2,13605_4,0
13605_4,13143_18,0
13257_6,13811_20,0
13811_20,13514_0,0
13068_9,13613_3,0
13613_3,13748_6,0
13068_8,13514_1,0
13452_15,13769_0,0
13769_0,13613_2,0
13613_2,13748_7,0
13748_7,13260_10,0
13260_10,13081_15,0
13081_15,13397_6,0
13975_30,13634_16,0
13634_16,13992_21,0
13992_21,13920_2,0
13920_2,13081_14,0
13081_14,13839_8,0
13839_8,13260_11,0
13260_11,13634_17,0
13634_17,13920_3,0
13397_7,13975_31,0
13975_31,13381_0,0
13381_0,13917_3,0
13917_3,13457_37,0
13457_37,13405_68,0
13457_36,13936_5,0
13936_5,13405_69,0
13405_69,13381_1,0
13917_2,13205_24,0
13205_24,13815_4,0
13815_4,13991_12,0
13991_12,13161_31,0
13834_2,13991_13,0
13991_13,13815_5,0
13192_2,13402_33,0
13402_33,13958_7,0
13979_0,13302_10,0
13302_10,13822_5,0
13822_5,13402_32,0
13402_32,13354_26,0
13354_26,13192_3,0
13822_4,13958_6,0
13942_3,13497_6,0
13314_16,13963_4,0
13963_4,13838_1,0
13838_1,13790_5,0
13979_26,13764_28,0
13963_5,13838_0,0
13838_0,13942_2,0
13942_2,13497_7,0
13275_25,13786_3,0
13954_4,13177_36,0
13177_36,13372_10,0
13156_12,13016_8,0
13016_8,13208_0,0
13774_9,13406_12,0
13987_8,13717_0,0
13717_0,13075_1,0
13772_67,13229_6,0
13813_10,13774_8,0
13774_8,13406_13,0
13406_13,13431_5,0
13772_66,13075_0,0
13075_0,13987_9,0
13138_2,13345_3,0
13345_3,13021_9,0
13720_0,13138_3,0
13021_8,13463_26,0
13345_2,13140_7,0
13140_7,13603_1,0
13401_49,13161_0,0
13161_0,13622_6,0
13622_6,13779_3,0
13779_3,13405_21,0
13161_1,13401_48,0
13401_48,13779_2,0
13779_2,13603_0,0
13603_0,13140_6,0
13266_2,13405_20,0
13405_20,13657_9,0
13657_9,13251_2,0
13251_2,13135_8,0
13135_8,13468_6,0
13156_1,13634_0,0
13634_0,13177_6,0
13177_6,13135_9,0
13533_2,13875_16,0
13875_16,13657_8,0
13657_8,13251_3,0
13251_3,13177_7,0
13156_0,13626_31,0
13017_0,13209_8,0
13209_8,13508_0,0
13986_0,13472_2,0
13863_11,13626_30,0
13626_30,13209_9,0
13209_9,13754_7,0
13986_1,13306_5,0
13306_5,13445_3,0
13445_3,13990_6,0
13327_2,13413_27,0
13461_28,13445_10,0
13742_0,13638_2,0
13638_2,13115_10,0
13115_10,13763_7,0
13413_26,13445_2,0
13445_2,13306_4,0
13043_9,13990_7,0
13990_7,13638_3,0
13115_11,13638_3,0
13638_3,13763_6,0
13461_29,13742_1,0
13403_46,13892_1,0
13296_15,13406_80,0
13406_80,13409_37,0
13079_3,13836_15,0
13836_15,13661_0,0
13661_0,13122_6,0
13296_14,13406_81,0
13204_3,13892_0,0
13892_0,13602_8,0
13602_8,13079_2,0
13079_2,13836_14,0
13836_14,13122_7,0
13122_7,13661_1,0
13661_1,13103_0,0
13103_0,13409_36,0
13409_36,13115_7,0
13115_7,13656_1,0
13656_1,13448_9,0
13214_31,13012_25,0
13012_25,13349_1,0
13349_1,13805_17,0
13134_1,13656_0,0
13115_6,13214_30,0
13214_30,13012_24,0
13012_24,13349_0,0
13349_0,13805_16,0
13203_4,13358_1,0
13358_1,13143_13,0
13488_14,13666_6,0
13666_6,13125_0,0
13125_1,13282_29,0
13488_15,13445_25,0
13006_18,13420_11,0
13670_0,13234_5,0
13670_1,13420_10,0
13420_10,13006_19,0
13006_19,13234_4,0
13400_40,13405_86,0
13753_0,13629_2,0
13031_1,13805_23,0
13805_23,13454_3,0
13052_8,13475_4,0
13475_4,13542_11,0
13542_11,13336_2,0
13336_2,13629_3,0
13629_3,13031_0,0
13805_22,13454_2,0
13454_2,13012_10,0
13012_10,13434_19,0
13475_15,13463_2,0
13463_2,13065_9,0
13065_9,13218_8,0
13218_8,13006_0,0
13764_1,13463_3,0
13463_3,13065_8,0
13301_2,13475_14,0
13475_14,13707_9,0
13707_9,13519_1,0
13218_9,13006_1,0
13006_1,13786_10,0
13124_8,13261_5,0
13261_5,13522_3,0
13786_11,13147_0,0
13463_12,13124_9,0
13261_4,13458_0,0
13458_0,13113_9,0
13113_8,13170_1,0
13076_19,13752_8,0
13752_8,13062_11,0
13899_5,13417_5,0
13375_4,13436_2,0
13899_4,13417_4,0
13417_4,13062_10,0
13731_0,13072_6,0
13072_6,13748_12,0
13218_12,13518_8,0
13518_8,13045_6,0
13045_6,13051_13,0
13219_0,13405_15,0
13238_7,13420_4,0
13420_4,13045_7,0
13051_12,13045_7,0
13045_7,13518_9,0
13518_9,13238_6,0
13405_14,13219_1,0
13275_11,13407_53,0
13285_8,13870_2,0
13870_2,13371_16,0
13371_16,13584_0,0
13592_7,13138_17,0
13430_39,13638_34,0
13638_34,13138_16,0
13979_13,13430_38,0
13430_38,13288_3,0
13288_3,13490_0,0
13490_0,13964_2,0
13964_2,13324_13,0
13324_13,13458_26,0
13458_26,13964_3,0
13964_3,13288_2,0
13324_12,13458_27,0
13458_27,13199_6,0
13199_6,13993_29,0
13993_29,13808_6,0
13808_6,13972_4,0
13972_5,13808_7,0
13808_7,13949_7,0
13183_2,13401_34,0
13401_35,13183_3,0
13634_23,13825_2,0
13804_5,13491_8,0
13491_8,13354_13,0
13454_30,13906_3,0
13906_3,13588_3,0
13588_3,13927_4,0
13927_4,13491_9,0
13491_9,13354_12,0
13927_5,13454_31,0
13454_31,13906_2,0
13906_2,13588_2,0
13367_11,13931_2,0
13931_2,13699_6,0
13699_6,13081_5,0
13081_5,13367_10,0
13367_10,13931_3,0
13699_7,13081_4,0
13081_4,13602_3,0
13602_3,13141_5,0
13623_4,13566_9,0
13566_9,13351_30,0
13351_30,13246_6,0
13005_15,13267_1,0
13267_1,13407_24,0
13566_8,13141_4,0
13141_4,13602_2,0
13267_0,13407_25,0
13812_26,13005_14,0
13005_14,13351_31,0
13351_31,13448_3,0
13448_30,13469_4,0
13469_4,13118_30,0
13118_30,13973_14,0
13973_14,13176_4,0
13176_4,13635_2,0
13635_2,13118_31,0
13118_31,13271_6,0
13271_6,13448_2,0
13448_31,13635_3,0
13635_3,13973_15,0
13973_15,13176_5,0
13176_5,13209_2,0
13209_2,13811_14,0
13811_14,13411_1,0
13411_1,13943_25,0
13452_20,13074_3,0
13074_3,13472_8,0
13472_8,13943_24,0
13943_24,13209_3,0
13411_0,13452_21,0
13452_21,13472_9,0
13472_9,13043_2,0
13043_2,13700_4,0
13118_7,13062_5,0
13062_5,13437_15,0
13282_16,13638_8,0
13638_8,13437_14,0
13062_4,13437_14,0
13437_14,13700_5,0
13700_5,13043_3,0
13638_9,13282_17,0
13282_17,13461_23,0
13461_23,13889_6,0
13779_9,13567_1,0
13567_1,13401_43,0
13401_43,13834_10,0
13834_10,13078_1,0
13078_1,13660_2,0
13660_2,13779_8,0
13779_8,13567_0,0
13401_42,13205_1,0
13205_1,13078_0,0
13078_0,13660_3,0
13660_3,13834_11,0
13834_11,13251_8,0
13251_8,13657_3,0
13657_3,13114_5,0
13114_5,13046_17,0
13489_16,13135_2,0
13135_2,13550_0,0
13550_0,13540_20,0
13348_3,13533_8,0
13533_8,13135_3,0
13135_3,13114_4,0
13114_4,13046_16,0
13046_16,13489_17,0
13550_1,13540_21,0
13540_21,13348_2,0
13348_2,13016_2,0
13372_8,13791_14,0
13791_14,13037_5,0
13402_70,13987_2,0
13987_2,13076_26,0
13774_2,13791_15,0
13791_15,13037_4,0
13016_3,13330_7,0
13402_71,13987_3,0
13987_3,13076_27,0
13076_27,13013_13,0
13013_13,13307_7,0
13743_2,13000_4,0
13665_39,13021_3,0
13307_6,13804_20,0
13804_20,13013_12,0
13000_5,13743_3,0
13814_6,13419_15,0
13419_15,13237_11,0
13237_11,13993_17,0
13993_17,13835_1,0
13835_1,13185_6,0
13185_6,13835_0,0
13835_0,13237_10,0
13993_16,13814_7,0
13814_7,13419_14,0
13419_14,13185_7,0
13400_36,13458_18,0
13458_18,13959_5,0
13959_5,13802_0,0
13802_0,13823_7,0
13823_7,13400_37,0
13823_6,13959_4,0
13458_19,13802_1,0
13786_9,13598_1,0
13773_18,13605_11,0
13786_8,13598_0,0
13605_10,13773_19,0
13773_19,13299_8,0
13834_9,13952_31,0
13952_31,13331_18,0
13876_7,13633_47,0
13633_47,13834_8,0
13991_19,13876_6,0
13876_6,13633_46,0
13860_1,13402_39,0
13402_39,13986_22,0
13986_22,13693_0,0
13406_51,13860_0,0
13860_0,13402_38,0
13402_38,13772_25,0
13406_50,13943_1,0
13943_1,13496_4,0
13496_4,13818_4,0
13818_4,13068_17,0
13068_17,13839_3,0
13839_3,13487_46,0
13487_46,13791_7,0
13189_4,13920_8,0
13839_2,13068_16,0
13068_16,13943_0,0
13818_5,13920_9,0
13920_9,13610_25,0
13985_11,13590_12,0
13590_13,13955_6,0
13955_6,13985_10,0
13784_5,13351_13,0
13351_13,13005_36,0
13351_12,13784_4,0
13784_4,13792_3,0
13792_3,13394_8,0
13940_5,13581_25,0
13581_25,13959_16,0
13959_16,13214_18,0
13214_18,13495_0,0
13495_0,13183_14,0
13878_8,13792_2,0
13792_2,13394_9,0
13940_4,13495_1,0
13495_1,13183_15,0
13183_15,13581_24,0
13581_24,13959_17,0
13959_17,13214_19,0
13690_4,13626_18,0
13304_17,13919_7,0
13597_7,13863_5,0
13863_5,13690_5,0
13863_4,13304_16,0
13304_16,13919_6,0
13919_6,13597_6,0
13597_6,13399_2,0
13399_3,13581_0,0
13686_3,13084_5,0
13084_5,13848_25,0
13903_3,13312_11,0
13312_11,13879_1,0
13879_1,13092_3,0
13092_3,13312_10,0
13312_10,13879_0,0
13879_0,13903_2,0
13801_4,13820_3,0
13788_7,13190_4,0
13190_4,13939_8,0
13939_8,13820_2,0
13788_6,13190_5,0
13190_5,13617_15,0
13617_15,13186_2,0
13617_14,13186_3,0
13281_0,13878_15,0
13878_15,13817_3,0
13817_3,13158_5,0
13158_5,13433_17,0
13022_7,13447_5,0
13304_3,13992_0,0
13992_0,13325_4,0
13325_4,13433_16,0
13433_16,13022_6,0
13158_4,13325_5,0
13992_1,13312_5,0
13312_5,13984_6,0
13984_6,13400_15,0
13400_15,13333_2,0
13333_2,13470_4,0
13626_51,13470_5,0
13470_5,13333_3,0
13756_1,13210_2,0
13210_2,13285_27,0
13285_27,13408_1,0
13408_1,13174_8,0
13174_8,13429_6,0
13429_6,13636_30,0
13977_16,13429_7,0
13429_7,13174_9,0
13174_9,13210_3,0
13210_3,13408_0,0
13408_0,13285_26,0
13977_17,13638_28,0
13638_28,13636_31,0
13409_57,13120_0,0
13944_14,13143_9,0
13143_9,13403_26,0
13403_26,13738_2,0
13564_4,13403_27,0
13403_27,13944_15,0
13944_15,13143_8,0
13143_8,13404_3,0
13366_2,13952_12,0
13161_18,13425_4,0
13425_4,13040_6,0
13040_6,13703_0,0
13161_19,13425_5,0
13425_5,13366_3,0
13366_3,13952_13,0
13952_13,13404_2,0
13658_4,13056_0,0
13549_0,13865_16,0
13865_16,13406_72,0
13406_72,13412_5,0
13035_9,13293_21,0
13293_21,13433_2,0
13961_11,13568_6,0
13035_8,13293_20,0
13636_6,13975_19,0
13803_10,13329_6,0
13329_6,13272_3,0
13272_3,13636_7,0
13617_0,13042_14,0
13803_11,13272_2,0
13272_2,13975_18,0
13975_18,13238_16,0
13245_2,13405_41,0
13264_5,13142_1,0
13142_1,13401_29,0
13401_29,13019_4,0
13405_40,13264_4,0
13038_2,13142_0,0
13142_0,13601_6,0
13401_28,13019_5,0
13393_4,13626_26,0
13626_26,13905_7,0
13980_11,13943_38,0
13943_38,13094_7,0
13400_62,13670_11,0
13943_39,13774_16,0
13980_10,13905_6,0
13905_6,13626_27,0
13400_63,13947_8,0
13947_8,13094_6,0
13826_7,13214_26,0
13038_13,13789_16,0
13789_16,13826_6,0
13826_6,13291_2,0
13038_12,13214_27,0
13214_27,13403_51,0
13409_20,13811_6,0
13811_6,13407_39,0
13811_7,13950_7,0
13633_12,13463_31,0
13119_10,13912_8,0
13946_1,13919_19,0
13919_18,13946_0,0
13946_0,13488_8,0
13487_12,13892_11,0
13844_6,13389_0,0
13389_0,13762_11,0
13762_11,13591_3,0
13591_3,13865_1,0
13865_1,13892_10,0
13487_13,13696_1,0
13696_1,13488_9,0
13488_9,13518_12,0
13518_12,13865_0,0
13865_0,13762_10,0
13762_10,13389_1,0
13591_2,13852_0,0
13405_36,13680_6,0
13852_1,13707_25,0
13909_4,13405_37,0
13405_37,13680_7,0
13680_7,13098_4,0
13409_69,13046_2,0
13046_2,13177_20,0
13403_18,13427_20,0
13402_6,13427_21,0
13177_21,13046_3,0
13046_3,13050_4,0
13050_4,13285_19,0
13285_19,13315_9,0
13442_15,13016_13,0
13016_13,13638_17,0
13638_17,13977_28,0
13050_5,13315_8,0
13801_20,13611_5,0
13516_6,13998_6,0
13998_6,13255_0,0
13630_3,13028_0,0
13028_0,13611_4,0
13611_4,13401_84,0
13401_84,13255_1,0
13255_1,13516_7,0
13950_23,13500_0,0
13500_0,13417_11,0
13417_10,13588_11,0
13950_22,13500_1,0
13563_8,13607_2,0
13437_40,13340_9,0
13340_9,13005_4,0
13205_32,13302_7,0
13814_14,13323_0,0
13946_25,13457_21,0
13340_8,13005_5,0
13457_7,13314_1,0
13314_1,13066_13,0
13013_2,13169_0,0
13169_0,13432_15,0
13432_15,13771_3,0
13335_7,13536_12,0
13536_12,13476_1,0
13476_1,13314_0,0
13314_0,13066_12,0
13982_3,13432_14,0
13432_14,13169_1,0
13013_3,13216_6,0
13216_6,13555_0,0
13880_5,13772_39,0
13772_39,13402_24,0
13673_4,13000_14,0
13000_14,13402_25,0
13402_25,13237_0,0
13237_0,13555_1,0
13216_7,13772_38,0
13772_38,13880_4,0
13161_26,13200_0,0
13263_8,13161_27,0
13200_1,13896_2,0
13896_2,13409_3,0
13573_1,13685_13,0
13685_13,13975_13,0
13975_13,13560_10,0
13674_2,13573_0,0
13230_6,13685_12,0
13685_12,13409_2,0
13409_2,13634_34,0
13634_34,13272_8,0
13272_8,13674_3,0
13674_3,13560_11,0
13457_14,13739_1,0
13739_1,13662_4,0
13662_4,13544_0,0
13544_0,13814_20,0
13814_20,13401_23,0
13401_23,13207_6,0
13207_6,13038_9,0
13457_15,13662_5,0
13662_5,13100_4,0
13038_8,13946_10,0
13946_10,13565_6,0
13565_6,13401_22,0
13401_22,13207_7,0
13207_7,13544_1,0
13431_12,13159_7,0
13159_7,13002_2,0
13161_12,13952_18,0
13952_18,13178_0,0
13178_0,13023_5,0
13952_19,13178_1,0
13178_1,13161_13,0
13161_13,13760_2,0
13760_2,13023_4,0
13023_4,13159_6,0
13159_6,13404_8,0
13404_8,13431_13,0
13002_3,13467_1,0
13985_4,13471_6,0
13471_6,13332_0,0
13000_21,13402_10,0
13406_78,13757_2,0
13757_2,13454_27,0
13332_1,13402_11,0
13450_0,13985_5,0
13985_5,13433_9,0
13776_4,13406_79,0
13757_3,13454_26,0
13210_8,13442_21,0
13442_21,13040_10,0
13040_10,13174_2,0
13801_15,13309_3,0
13309_3,13638_23,0
13638_23,13273_1,0
13273_1,13040_11,0
13040_11,13174_3,0
13174_3,13442_20,0
13638_22,13273_0,0
13801_14,13309_2,0
13309_2,13407_44,0
13526_1,13143_3,0
13162_4,13621_2,0
13396_11,13039_1,0
13526_0,13407_45,0
13840_19,13989_7,0
13989_7,13621_3,0
13621_3,13162_5,0
13162_5,13832_16,0
13832_16,13396_10,0
13396_10,13039_0,0
13405_1,13950_17,0
13950_17,13367_0,0
13060_3,13367_1,0
13367_1,13950_16,0
13950_16,13405_0,0
13405_0,13060_2,0
13659_6,13304_8,0
13608_12,13333_8,0
13333_8,13458_31,0
13472_10,13371_6,0
13608_13,13333_9,0
13333_9,13472_11,0
13432_1,13371_7,0
13371_7,13413_6,0
13458_30,13350_0,0
13350_0,13691_6,0
13843_0,13409_86,0
13409_86,13918_5,0
13918_5,13402_59,0
13939_2,13820_8,0
13874_1,13335_10,0
13335_10,13119_25,0
13119_25,13665_10,0
13119_24,13665_11,0
13665_11,13335_11,0
13335_11,13707_10,0
13934_8,13479_15,0
13762_25,13960_0,0
13960_0,13181_11,0
13181_10,13941_6,0
13941_6,13762_24,0
13400_57,13491_21,0
13789_4,13187_0,0
13187_0,13399_8,0
13631_28,13875_9,0
13686_8,13837_7,0
13837_7,13875_8,0
13875_8,13631_29,0
13747_20,13187_1,0
13187_1,13763_18,0
13686_9,13207_40,0
13207_41,13085_6,0
13409_15,13351_18,0
13351_18,13448_19,0
13902_1,13118_19,0
13118_19,13878_3,0
13118_18,13859_5,0
13902_0,13744_13,0
13961_9,13214_13,0
13214_13,13772_33,0
13772_33,13610_7,0
13172_6,13631_0,0
13631_0,13406_46,0
13454_19,13999_4,0
13999_4,13403_80,0
13293_15,13536_3,0
13536_3,13631_1,0
13403_81,13293_14,0
13293_14,13536_2,0
13536_2,13275_4,0
13275_4,13999_5,0
13999_5,13254_3,0
13254_3,13454_18,0
13454_18,13338_6,0
13338_6,13952_26,0
13263_3,13904_11,0
13904_11,13627_6,0
13164_0,13952_27,0
13952_27,13665_9,0
13665_9,13338_7,0
13338_7,13263_2,0
13633_51,13164_1,0
13164_1,13627_7,0
13627_7,13904_10,0
13904_10,13558_0,0
13558_0,13340_3,0
13422_2,13047_0,0
13047_0,13066_7,0
13066_7,13725_1,0
13422_3,13558_1,0
13558_1,13340_2,0
13340_2,13725_0,0
13725_0,13066_6,0
13066_6,13047_1,0
13047_1,13712_0,0
13013_8,13415_3,0
13415_3,13487_51,0
13771_9,13434_4,0
13434_4,13803_24,0
13803_24,13536_18,0
13712_1,13649_4,0
13013_9,13487_50,0
13487_50,13356_4,0
13356_4,13415_2,0
13415_2,13400_21,0
13236_3,13630_8,0
13630_8,13708_4,0
13708_4,13653_1,0
13672_6,13131_0,0
13131_0,13236_2,0
13236_2,13400_20,0
13131_1,13708_5,0
13708_5,13653_0,0
13653_0,13106_1,0
13419_1,13220_5,0
13220_5,13563_3,0
13563_3,13135_14,0
13106_0,13563_2,0
13563_2,13220_4,0
13220_4,13542_5,0
13542_5,13201_3,0
13201_3,13419_0,0
13419_0,13607_8,0
13607_8,13836_41,0
13004_6,13679_10,0
13461_4,13322_2,0
13322_2,13207_37,0
13207_37,13403_12,0
13025_0,13679_11,0
13207_36,13322_3,0
13322_3,13461_5,0
13279_6,13440_2,0
13285_13,13456_5,0
13456_5,13983_0,0
13983_0,13334_4,0
13334_4,13477_2,0
13477_2,13032_21,0
13033_7,13770_1,0
13770_1,13477_3,0
13477_3,13334_5,0
13033_6,13430_11,0
13487_18,13312_25,0
13312_25,13081_41,0
13081_41,13197_2,0
13197_2,13487_19,0
13487_19,13312_24,0
13197_3,13848_11,0
13848_11,13181_4,0
13181_4,13401_54,0
13401_54,13627_10,0
13627_10,13401_55,0
13401_55,13848_10,0
13848_10,13181_5,0
13181_5,13627_11,0
13083_3,13384_0,0
13878_20,13849_6,0
13617_20,13083_2,0
13083_2,13868_0,0
13868_0,13849_7,0
13408_16,13904_5,0
13904_5,13925_2,0
13925_2,13076_31,0
13925_3,13408_17,0
13408_17,13904_4,0
13904_4,13076_30,0
13919_12,13448_27,0
13448_27,13697_2,0
13118_27,13183_20,0
13183_20,13581_11,0
13590_1,13118_26,0
13864_3,13118_26,0
13118_26,13697_3,0
13448_26,13697_3,0
13697_3,13864_2,0
13183_21,13590_0,0
13872_5,13307_10,0
13872_4,13307_11,0
13908_6,13407_32,0
13970_2,13631_16,0
13631_16,13783_3,0
13084_15,13970_3,0
13970_3,13631_17,0
13461_34,13783_2,0
13783_2,13795_5,0
13795_5,13943_32,0
13943_32,13947_3,0
13947_3,13492_6,0
13795_4,13400_69,0
13400_69,13947_2,0
13947_2,13492_7,0
12980_15,12314_1,0
12314_1,12169_0,0
12457_6,12980_14,0
12980_14,12415_8,0
12415_8,12148_6,0
12884_12,12771_2,0
12771_2,12388_10,0
12388_10,12422_8,0
12422_8,12024_3,0
12024_3,12897_41,0
12994_4,12669_36,0
12669_36,12259_2,0
12259_2,12388_11,0
12388_11,12422_9,0
